"species_id","common_name","scientific_name","species_num_cd"
"HUVI","Hutton's Vireo","Vireo huttoni",632
"HWAM","Hwamei","Garrulax canorus",NA
"IBIW","Ivory-billed Woodcreeper","Xiphorhynchus flavigaster",NA
"IBWO","Ivory-billed Woodpecker","Campephilus principalis",392
"ICGU","Iceland Gull","Larus glaucoides",43
"IIWI","Iiwi","Vestiaria coccinea",798
"IMAN","Immaculate Antbird","Myrmeciza immaculata",NA
"IMPA","Imperial Parrot","Amazona imperialis",NA
"IMWO","Imperial Woodpecker","Campephilus imperialis",NA
"INBU","Indigo Bunting","Passerina cyanea",598
"INDO","Inca Dove","Columbina inca",321
"INSI","Indian Silverbill","Lonchura malabarica",NA
"INTE","Inca Tern","Larosterna inca",NA
"IPSP","Ipswich Sparrow","Passerculus s. princeps",541
"ISSJ","Island Scrub-Jay","Aphelocoma insularis",481.1
"IVGU","Ivory Gull","Pagophila eburnea",39
"JABE","Jamaican Becard","Pachyramphus niger",NA
"JABI","Jabiru","Jabiru mycteria",189
"JABL","Jamaican Blackbird","Nesopsar nigerrimus",NA
"JABW","Japanese Bush-Warbler","Cettia diphone",746.1
"JACR","Jamaican Crow","Corvus jamaicensis",910.7
"JAEL","Jamaican Elaenia","Myiopagis cotta",910.2
"JAEU","Jamaican Euphonia","Euphonia jamaica",915.3
"JALC","Jamaican Lizard-Cuckoo","Coccyzus vetula",NA
"JAMA","Jamaican Mango","Anthracothorax mango",436.1
"JAMS","Jamaican Spindalis","Spindalis nigricephala",NA
"JAOR","Jamaican Oriole","Icterus leucopteryx",916.9
"JAOW","Jamaican Owl","Pseudoscops grammicus",NA
"JAPA","Jamaican Pauraque","Siphonorhis americana",NA
"JAPE","Jamaican Pewee","Contopus pallidus",462.3
"JAQU","Japanese Quail","Coturnix japonica",NA
"JASN","Jack Snipe","Lymnocryptes minimus",230.2
"JASP","Java Sparrow","Padda oryzivora",813
"JATO","Jamaican Tody","Todus todus",908.1
"JAVI","Jamaican Vireo","Vireo modestus",NA
"JAWE","Japanese White-eye","Zosterops japonicus",622.6
"JAWO","Jamaican Woodpecker","Melanerpes radiolatus",NA
"JEAN","Jet Antbird","Cercomacra nigricans",NA
"JFPE","Juan Fernandez Petrel","Pterodroma externa",NA
"JOPE","Jouanin's Petrel","Bulweria fallax",NA
"JUTI","Juniper Titmouse","Baeolophus ridgwayi",733.1
"KAAM","Kauai Amakihi","Hemignathuus kauaiensis",783
"KAKA","Kakawahie","Paroreomyza flammea",NA
"KAMA","Kamao","Myadestes myadestinus",754.3
"KAOO","Kauai Oo","Moho braccatus",622.1
"KAPH","Kalij Pheasant","Lophura leucomelanos",NA
"KBMO","Keel-billed Motmot","Electron carinatum",NA
"KBTO","Keel-billed Toucan","Ramphastos sulfuratus",NA
"KEGU","Kelp Gull","Larus dominicanus",NA
"KEPE","Kermadec Petrel","Pterodroma neglecta",853.6
"KEWA","Kentucky Warbler","Oporornis formosus",677
"KIEI","King Eider","Somateria spectabilis",162
"KILL","Killdeer","Charadrius vociferus",273
"KIMU","Kittlitz's Murrelet","Brachyramphus brevirostris",24
"KIOE","Kioea","Chaetoptila angustipluma",NA
"KIRA","King Rail","Rallus elegans",208
"KIVU","King Vulture","Sarcoramphus papa",NA
"KIWA","Kirtland's Warbler","Dendroica kirtlandii",670
"KOGR","Kona Grosbeak","Chloridops kona",NA
"KWQD","Key West Quail-Dove","Geotrygon chrysia",322
"LAAL","Laysan Albatross","Phoebastria immutabilis",82.1
"LABD","Labrador Duck","Camptorhynchus labradorius",156
"LAFA","Laughing Falcon","Herpetotheres cachinnans",NA
"LAFI","Laysan Finch","Telespiza cantans",774
"LAFL","Lesser Antillean Flycatcher","Myiarchus oberi",NA
"LAGO","Lawrence's Goldfinch","Carduelis lawrencei",531
"LAGU","Laughing Gull","Larus atricilla",58
"LAHO","Lanai Hookbill","Dysmorodrepanis munroi",NA
"LALO","Lapland Longspur","Calcarius lapponicus",536
"LAMO","Lanceolated Monklet","Micromonacha lanceolata",NA
"LANB","Lesser Antillean Bullfinch","Loxigilla noctis",NA
"LANW","Lanceolated Warbler","Locustella lanceolata",747.5
"LAPE","Lesser Antillean Pewee","Contopus latirostris",462.2
"LARA","Laysan Rail","Porzana palmeri",NA
"LARB","Lark Bunting","Calamospiza melanocorys",605
"LASA","Lesser Antillean Saltator","Saltator albicollis",NA
"LASP","Lark Sparrow","Chondestes grammacus",552
"LASW","Lesser Antillean Swift","Chaetura martinica",NA
"LATA","Lesser Antillean Tanager","Tangara cucullata",NA
"LATM","Lance-tailed Manakin","Chiroxiphia lanceolata",NA
"LAVW","Lavender Waxbill","Estrilda caerulescens",806
"LAWA","Lawrence's Warbler","Vermivora pinus x chrysopt.",641.3
"LAYD","Laysan Duck","Anas laysanensis",NA
"LAZB","Lazuli Bunting","Passerina amoena",599
"LBBG","Lesser Black-backed Gull","Larus fuscus",50
"LBCU","Long-billed Curlew","Numenius americanus",264
"LBDO","Long-billed Dowitcher","Limnodromus scolopaceus",232
"LBFH","Laysan X Black-foot. Albatross Hybrid","Phoebastria immut. X nigripes",NA
"LBGN","Long-billed Gnatwren","Ramphocaenus melanurus",NA
"LBHE","Little Blue Heron","Egretta caerulea",200
"LBIH","Long-billed Hermit","Phaethornis longirostris",NA
"LBMU","Long-billed Murrelet","Brachyramphus perdix",23.1
"LBSP","Large-billed Sparrow","Passerculus s. rostratus",544
"LBST","Long-billed Starthroat","Heliomaster longirostris",NA
"LBTE","Large-billed Tern","Phaetusa simplex",NA
"LBTH","Long-billed Thrasher","Toxostoma longirostre",706
"LBVI","Least Bell's Vireo","Vireo b. pusillus",633.4
"LBWO","Ladder-backed Woodpecker","Picoides scalaris",396
"LCGO","Large Canada Goose","Branta c. moffitti",172.3
"LCPA","Lilac-crowned Parrot","Amazona finschi",NA
"LCSP","Le Conte's Sparrow","Ammodramus leconteii",548
"LCTH","Le Conte's Thrasher","Toxostoma lecontei",711
"LEAK","Lesser Akialoa","Hemignathus obscurus",NA
"LEAU","Least Auklet","Aethia pusilla",20
"LEBI","Least Bittern","Ixobrychus exilis",191
"LEEL","Lesser Elaenia","Elaenia chiriquensis",NA
"LEFL","Least Flycatcher","Empidonax minimus",467
"LEFR","Lesser Frigatebird","Fregata ariel",128.2
"LEGC","Lesser Ground-Cuckoo","Morococcyx erythropygus",NA
"LEGO","Lesser Goldfinch","Carduelis psaltria",530
"LEGP","Lesser Golden-Plover","Pluvialis dominica/fulva",272.9
"LEGR","Least Grebe","Tachybaptus dominicus",5
"LEKF","Lesser Koa-Finch","Rhodacanthis flaviceps",NA
"LEKI","Lesser Kiskadee","Pitangus lictor",NA
"LENI","Lesser Nighthawk","Chordeiles acutipennis",421
"LEOW","Long-eared Owl","Asio otus",366
"LEPA","Least Pauraque","Siphonorhis brewsteri",NA
"LEPC","Lesser Prairie-Chicken","Tympanuchus pallidicinctus",307
"LERO","Lesser Roadrunner","Geococcyx velox",NA
"LESA","Least Sandpiper","Calidris minutilla",242
"LESC","Lesser Scaup","Aythya affinis",149
"LESG","Lesser Greenlet","Hylophilus decurtatus",NA
"LESP","Leach's Storm-Petrel","Oceanodroma leucorhoa",106
"LETE","Least Tern","Sternula antillarum",74
"LEWH","Lesser Whitethroat","Sylvia curruca",NA
"LEWO","Lewis's Woodpecker","Melanerpes lewis",408
"LEYE","Lesser Yellowlegs","Tringa flavipes",255
"LFFI","Large-footed Finch","Pezopetes capitalis",NA
"LIBH","Lazuli x Indigo Bunting Hybrid","Passerina amoena x cyanea",NA
"LIBU","Little Bunting","Emberiza pusilla",535.2
"LICU","Little Curlew","Numenius minutus",NA
"LIEG","Little Egret","Egretta garzetta",196.1
"LIFG","Lineated Foliage-gleaner","Syndactyla subalaris",NA
"LIGU","Little Gull","Larus minutus",60.1
"LIMP","Limpkin","Aramus guarauna",207
"LISH","Little Shearwater","Puffinus assimilis",92.1
"LISP","Lincoln's Sparrow","Melospiza lincolnii",583
"LIST","Little Stint","Calidris minuta",NA
"LITC","Little Cuckoo","Coccycua minuta",NA
"LITE","Little Tern","Sternula albifrons",74.1
"LITI","Little Tinamou","Crypturellus soui",NA
"LIWO","Lineated Woodpecker","Dryocopus lineatus",NA
"LMAL","Light-mantled Albatross","Phoebetria palpebrata",NA
"LOCO","Lovely Cotinga","Cotinga amabilis",NA
"LOKI","Loggerhead Kingbird","Tyrannus caudifasciatus",445.2
"LOSH","Loggerhead Shrike","Lanius ludovicianus",622
"LOTM","Long-tailed Manakin","Chiroxiphia linearis",NA
"LOWA","Louisiana Waterthrush","Seiurus motacilla",676
"LRPL","Little Ringed Plover","Charadrius dubius",276
"LSAP","Lesser Sand-Plover","Charadrius mongolus",279
"LSFL","La Sagra's Flycatcher","Myiarchus sagrae",NA
"LSGB","Lesser Snow Goose Blue-morph","Chen c. caerulescens",NA
"LSGI","Lesser Snow Goose Intermediate-morph","Chen c. caerulescens",NA
"LSGW","Lesser Snow Goose White-morph","Chen c. caerulescens",NA
"LSTA","Lemon-spectacled Tanager","Chlorothraupis olivacea",NA
"LSTH","La Selle Thrush","Turdus swalesi",NA
"LSTP","Least Storm-Petrel","Oceanodroma microsoma",103
"LSTS","Lesser Swallow-tailed Swift","Panyptila cayennensis",NA
"LTDU","Long-tailed Duck","Clangula hyemalis",154
"LTJA","Long-tailed Jaeger","Stercorarius longicaudus",38
"LTSA","Long-tailed Sabrewing","Campylopterus excellens",NA
"LTSF","Long-tailed Silky-flycatcher","Ptilogonys caudatus",NA
"LTST","Long-toed Stint","Calidris subminuta",242.1
"LTTR","Lattice-tailed Trogon","Trogon clathratus",NA
"LTTY","Long-tailed Tyrant","Colonia colonus",NA
"LTWO","Long-tailed Woodcreeper","Deconychura longicauda",NA
"LTWP","Long-tailed Wood-Partridge","Dendrortyx macroura",NA
"LUHU","Lucifer Hummingbird","Calothorax lucifer",437
"LUWA","Lucy's Warbler","Vermivora luciae",643
"LWFG","Lesser White-fronted Goose","Anser erythropus",171.3
"LYHV","Lesser Yellow-headed Vulture","Cathartes burrovianus",NA
"MAAL","Maui Alauahio","Paroreomyza montana",NA
"MABH","Mangrove Black-Hawk","Buteogallus subtilis",NA
"MABO","Masked Booby","Sula dactylatra",114
"MACU","Mangrove Cuckoo","Coccyzus minor",386
"MADU","Masked Duck","Nomonyx dominicus",168
"MAFR","Magnificent Frigatebird","Fregata magnificens",128
"MAGO","Marbled Godwit","Limosa fedoa",249
"MAHU","Magnificent Hummingbird","Eugenes fulgens",426
"MALL","Mallard","Anas platyrhynchos",132
"MAMU","Marbled Murrelet","Brachyramphus marmoratus",23
"MANH","Mangrove Hummingbird","Amazilia boucardi",NA
"MANS","Mangrove Swallow","Tachycineta albilinea",NA
"MAOR","Martinique Oriole","Icterus bonana",NA
"MAPA","Maui Parrotbill","Pseudonestor xanthophrys",781
"MASA","Marsh Sandpiper","Tringa stagnatilis",NA
"MASH","Manx Shearwater","Puffinus puffinus",90
"MASP","Markham's Storm-Petrel","Oceanodroma markhami",NA
"MASW","Mariana Swiftlet","Aerodramus bartschi",NA
"MATI","Masked Tityra","Tityra semifasciata",NA
"MAVI","Mangrove Vireo","Vireo pallens",NA
"MAWA","Magnolia Warbler","Dendroica magnolia",657
"MAWQ","Marbled Wood-Quail","Odontophorus gujanensis",NA
"MAWR","Marsh Wren","Cistothorus palustris",725
"MAYE","Masked Yellowthroat","Geothlypis aequinoctialis",NA
"MCGD","Maroon-chested Ground-Dove","Claravis mondetoura",NA
"MCGO","Minima Cackling Goose","Branta h. minima",NA
"MCLO","McCown's Longspur","Calcarius mccownii",539
"MCTY","Mouse-colored Tyrannulet","Phaeomyias murina",NA
"MEAP","Mealy Parrot","Amazona farinosa",NA
"MEBL","Melodious Blackbird","Dives dives",NA
"MECH","Mexican Chickadee","Poecile sclateri",737
"MEDU","Mexican Duck","Anas p. diazi",133.1
"MEGU","Mew Gull","Larus canus",55
"MEJA","Mexican Jay","Aphelocoma ultramarina",482
"MERL","Merlin","Falco columbarius",357
"MESH","Mexican Sheartail","Doricha eliza",NA
"MEWO","Mexican Woodnymph","Thalurania ridgwayi",NA
"MEXP","Mexican Parrotlet","Forpus cyanopygius",NA
"MFPA","Maroon-fronted Parrot","Rhynchopsitta terrisi",NA
"MGWA","MacGillivray's Warbler","Oporornis tolmiei",680
"MIGW","Middendorff's Grasshopper-Warbler","Locustella ochotensis",747.1
"MIKI","Mississippi Kite","Ictinia mississippiensis",329
"MILL","Millerbird","Acrocephalus familiaris",746.2
"MIMA","Military Macaw","Ara militaris",NA
"MIPA","Mitred Parakeet","Aratinga mitrata",NA
"MKBU","McKay's Bunting","Plectrophenax hyperboreus",535
"MOAN","Moustached Antwren","Myrmotherula ignota",NA
"MOBL","Mountain Bluebird","Sialia currucoides",768
"MOCH","Mountain Chickadee","Poecile gambeli",738
"MODO","Mourning Dove","Zenaida macroura",316
"MODU","Mottled Duck","Anas fulvigula",134
"MOEL","Mountain Elaenia","Elaenia frantzii",NA
"MONQ","Montezuma Quail","Cyrtonyx montezumae",296
"MOOW","Mottled Owl","Ciccaba virgata",NA
"MOPA","Monk Parakeet","Myiopsitta monachus",382.5
"MOPE","Mottled Petrel","Pterodroma inexpectata",99
"MOPL","Mountain Plover","Charadrius montanus",281
"MORI","Montserrat Oriole","Icterus oberi",NA
"MORO","Mountain Robin","Turdus plebejus",NA
"MOTO","Montezuma Oropendola","Psarocolius montezuma",NA
"MOTR","Mountain Trogon","Trogon mexicanus",NA
"MOUQ","Mountain Quail","Oreortyx pictus",292
"MOWA","Mourning Warbler","Oporornis philadelphia",679
"MTWO","Magenta-throated Woodstar","Calliphlox bryantae",NA
"MUDU","Muscovy Duck","Cairina moschata",102.1
"MUFL","Mugimaki Flycatcher","Ficedula mugimaki",NA
"MUPE","Murphy's Petrel","Pterodroma ultima",100.1
"MUSW","Mute Swan","Cygnus olor",178.2
"MWCS","Mountain White-crowned Sparrow","Zonotrichia l. oriantha",554.6
"MWYA","Unknown","",NA
"MYMA","Unknown","",NA
"MYWA","Myrtle Warbler","Dendroica c. coronata",655
"NABO","Nazca Booby","Sula granti",114.2
"NAFL","Narcissus Flycatcher","Ficedula narcissina",NA
"NAWA","Nashville Warbler","Vermivora ruficapilla",645
"NAWR","Nava's Wren","Hylorchilus navai",NA
"NBTO","Narrow-billed Tody","Todus angustirostris",NA
"NECO","Neotropic Cormorant","Phalacrocorax brasilianus",121
"NEGU","Nelsons Gull","Larus nelsoni",46
"NESH","Newell's Shearwater","Puffinus a. newelli",93.2
"NFIN","Northern Flicker Intergrade","Colaptes a.auratus x cafer",NA
"NHOW","Northern Hawk Owl","Surnia ulula",377
"NIFI","Nihoa Finch","Telespiza ultima",775
"NIGR","Nicaraguan Grackle","Quiscalus nicaraguensis",NA
"NISF","Nicaraguan Seed-Finch","Oryzoborus nuttingi",NA
"NIWR","Nightingale Wren","Microcerculus philomela",NA
"NOBE","Northern Bentbill","Oncostoma cinereigulare",NA
"NOBO","Northern Bobwhite","Colinus virginianus",289
"NOBT","Northern Beardless-Tyrannulet","Camptostoma imberbe",472
"NOBW","Northern Barred-Woodcreeper","Dendrocolaptes sanctithomae",NA
"NOCA","Northern Cardinal","Cardinalis cardinalis",593
"NOCR","Northwestern Crow","Corvus caurinus",489
"NOFL","Northern Flicker","Colaptes auratus",NA
"NOFU","Northern Fulmar","Fulmarus glacialis",86
"NOGA","Northern Gannet","Morus bassanus",117
"NOGO","Northern Goshawk","Accipiter gentilis",334
"NOHA","Northern Harrier","Circus cyaneus",331
"NOJA","Northern Jacana","Jacana spinosa",288
"NOLA","Northern Lapwing","Vanellus vanellus",269
"NOMO","Northern Mockingbird","Mimus polyglottos",703
"NOPA","Northern Parula","Parula americana",648
"NOPI","Northern Pintail","Anas acuta",143
"NOPO","Northern Pygmy-Owl","Glaucidium gnoma",379
"NORP","Northern Potoo","Nyctibius jamaicensis",NA
"NOSF","Northern Scrub-Flycatcher","Sublegatus arenarum",NA
"NOWA","Northern Waterthrush","Seiurus noveboracensis",675
"NOWH","Northern Wheatear","Oenanthe oenanthe",765
"NRWS","Northern Rough-winged Swallow","Stelgidopteryx serripennis",617
"NSHO","Northern Shoveler","Anas clypeata",142
"NSHR","Northern Shrike","Lanius excubitor",621
"NSTS","Nelson's Sharp-tailed Sparrow","Ammodramus nelsoni",549.1
"NSWO","Northern Saw-whet Owl","Aegolius acadicus",372
"NUFL","Nutting's Flycatcher","Myiarchus nuttingi",453.1
"NUKU","Nukupuu","Hemignathus lucidus",788
"NUMA","Nutmeg Mannikin","Lonchura punctulata",811
"NUWO","Nuttall's Woodpecker","Picoides nuttallii",397
"NWCS","Nuttall's White-crowned Sparrow","Zonotrichia l. nuttalli",556
"OAAL","Oahu Alauahio","Paroreomyza maculata",NA
"OAAM","Oahu Amakihi","Hemignathus flavus",782.1
"OAOO","Oahu Oo","Moho apicalis",NA
"OASP","Oaxaca Sparrow","Aimophila notosticta",NA
"OATI","Oak Titmouse","Baeolophus inornatus",733
"OBAE","Olive-backed Euphonia","Euphonia gouldi",NA
"OBAN","Ochre-breasted Antpitta","Grallaricula flavirostris",NA
"OBBU","Orange-breasted Bunting","Passerina leclancherii",NA
"OBEE","Orange-bellied Euphonia","Euphonia xanthogaster",NA
"OBFA","Orange-breasted Falcon","Falco deiroleucus",NA
"OBFL","Ochre-bellied Flycatcher","Mionectes oleagineus",NA
"OBNT","Orange-billed Nightingale-Thrush","Catharus aurantiirostris",742.4
"OBPI","Olive-backed Pipit","Anthus hodgsoni",NA
"OBQD","Olive-backed Quail-Dove","Geotrygon veraguensis",NA
"OBSP","Orange-billed Sparrow","Arremon aurantiirostris",NA
"OBTR","Orange-bellied Trogon","Trogon aurantiiventris",NA
"OCAN","Ocellated Antbird","Phaenostictus mcleannani",NA
"OCAW","Olive-capped Warbler","Dendroica pityophila",NA
"OCBE","One-colored Becard","Pachyramphus homochrous",NA
"OCCR","Ocellated Crake","Micropygia schomburgkii",NA
"OCHW","Orange-cheeked Waxbill","Estrilda melpoda",NA
"OCMA","Orange-collared Manakin","Manacus aurantiacus",NA
"OCOR","Orange-crowned Oriole","Icterus auricapillus",NA
"OCPA","Orange-chinned Parakeet","Brotogeris jugularis",NA
"OCPE","Ochraceous Pewee","Contopus ochraceus",NA
"OCPO","Ocellated Poorwill","Nyctiphrynus ocellatus",NA
"OCQU","Ocellated Quail","Cyrtonyx ocellatus",NA
"OCTH","Ocellated Thrasher","Toxostoma ocellatum",NA
"OCTU","Ocellated Turkey","Meleagris ocellata",NA
"OCWA","Orange-crowned Warbler","Vermivora celata",646
"OCWR","Ochraceous Wren","Troglodytes ochraceus",NA
"OCYE","Olive-crowned Yellowthroat","Geothlypis semiflava",NA
"OFPA","Orange-fronted Parakeet","Aratinga canicularis",381.3
"OILB","Oilbird","Steatornis caripensis",NA
"OLFL","Olivaceous Flatbill","Rhynchocyclus olivaceus",NA
"OLOM","Olomao","Myadestes lanaiensis",754.5
"OLPI","Olivaceous Piculet","Picumnus olivaceus",NA
"OLSP","Olive Sparrow","Arremonops rufivirgatus",586
"OLTA","Olive Tanager","Chlorothraupis carmioli",NA
"OLWA","Olive Warbler","Peucedramus taeniatus",651
"OLWO","Olivaceous Woodcreeper","Sittasomus griseicapillus",NA
"OMAO","Omao","Myadestes obscurus",754.1
"ORAN","Orangequit","Euneornis campestris",915.1
"ORAO","Orange Oriole","Icterus auratus",NA
"ORBI","Orange Bishop","Euplectes franciscanus",804.1
"ORCU","Oriental Cuckoo","Cuculus optatus",NA
"ORGO","Orinoco Goose","Neochen jubata",NA
"ORGR","Oriental Greenfinch","Carduelis sinica",526.2
"ORHE","Ornate Hawk-Eagle","Spizaetus ornatus",NA
"ORJU","Oregon Junco","Junco h. oregonus",567.1
"OROR","Orchard Oriole","Icterus spurius",506
"ORPR","Oriental Pratincole","Glareola maldivarum",NA
"ORSO","Oriental Scops-Owl","Otus sunia",NA
"ORTD","Oriental Turtle-Dove","Streptopelia orientalis",NA
"ORWA","Oriente Warbler","Teretistris fornsi",NA
"OSFL","Olive-sided Flycatcher","Contopus cooperi",459
"OSPR","Osprey","Pandion haliaetus",364
"OSTF","Olive-striped Flycatcher","Mionectes olivaceus",NA
"OTPA","Olive-throated Parakeet","Aratinga nana",NA
"OU  ","Ou","Psittirostra psittacea",776
"OVEN","Ovenbird","Seiurus aurocapilla",674
"PAAN","Pacific Antwren","Myrmotherula pacifica",NA
"PAAU","Parakeet Auklet","Aethia psittacula",17
"PABU","Painted Bunting","Passerina ciris",601
"PACP","Pacific Parakeet","Aratinga strenua",NA
"PACR","Palm Crow","Corvus palmarum",NA
"PAFL","Panama Flycatcher","Myiarchus panamensis",NA
"PAGP","Pacific Golden-Plover","Pluvialis fulva",272.1
"PAIP","Painted Parakeet","Pyrrhura picta",NA
"PAJA","Parasitic Jaeger","Stercorarius parasiticus",37
"PALB","Pallas's Bunting","Emberiza pallasi",535.4
"PALI","Palila","Loxioides bailleui",777
"PALM","Palmchat","Dulus dominicus",NA
"PALO","Pacific Loon","Gavia pacifica",10
"PALT","Palm Tanager","Thraupis palmarum",NA
"PAPE","Parkinson's Petrel","Procellaria parkinsoni",NA
"PAPI","Passenger Pigeon","Ectopistes migratorius",877
"PARE","Painted Redstart","Myioborus pictus",688
"PASO","Pacific Screech-Owl","Megascops cooperi",NA
"PAST","Passerini's Tanager","Ramphocelus passerinii",NA
"PATY","Paltry Tyrannulet","Zimmerius vilissimus",NA
"PAWA","Palm Warbler","Dendroica palmarum",NA
"PBBA","Prong-billed Barbet","Semnornis frantzii",NA
"PBCR","Paint-billed Crake","Neocrex erythrops",NA
"PBCU","Pearly-breasted Cuckoo","Coccyzus euleri",NA
"PBFI","Peg-billed Finch","Acanthidops bairdii",NA
"PBGD","Plain-breasted Ground-Dove","Columbina minuta",NA
"PBGR","Pied-billed Grebe","Podilymbus podiceps",6
"PBHE","Pale-bellied Hermit","Phaethornis anthophilus",NA
"PBIW","Pale-billed Woodpecker","Campephilus guatemalensis",NA
"PBJA","Purplish-backed Jay","Cyanocorax beecheii",NA
"PBQD","Purplish-backed Quail-Dove","Geotrygon lawrencii",NA
"PBRW","Plain-brown Woodcreeper","Dendrocincla fuliginosa",NA
"PBSP","Pale-breasted Spinetail","Synallaxis albescens",NA
"PCFA","Purple-crowned Fairy","Heliothryx barroti",NA
"PCST","Plain-capped Starthroat","Heliomaster constantii",426.1
"PCTA","Plain-colored Tanager","Tangara inornata",NA
"PEBO","Peruvian Booby","Sula variegata",NA
"PECO","Pelagic Cormorant","Phalacrocorax pelagicus",123
"PEFA","Peregrine Falcon","Falco peregrinus",356
"PEKI","Pearl Kite","Gampsonyx swainsonii",NA
"PEPI","Pechora Pipit","Anthus gustavi",698.1
"PEPT","Pale-eyed Pygmy-Tyrant","Lophotriccus pilaris",NA
"PESA","Pectoral Sandpiper","Calidris melanotos",239
"PETH","Pearly-eyed Thrasher","Margarops fuscatus",711.1
"PFGO","Pink-footed Goose","Anser brachyrhynchus",171.2
"PFSH","Pink-footed Shearwater","Puffinus creatopus",91
"PHAI","Phainopepla","Phainopepla nitens",620
"PHCU","Pheasant Cuckoo","Dromococcyx phasianellus",NA
"PHVI","Philadelphia Vireo","Vireo philadelphicus",626
"PHWA","Pink-headed Warbler","Ergaticus versicolor",NA
"PIBI","Pinnated Bittern","Botaurus pinnatus",NA
"PIBT","Pirre Bush-Tanager","Chlorospingus inornatus",NA
"PIBU","Pine Bunting","Emberiza leucocephalos",NA
"PIFL","Piratic Flycatcher","Legatus leucophaius",NA
"PIGR","Pine Grosbeak","Pinicola enucleator",515
"PIGU","Pigeon Guillemot","Cepphus columba",29
"PIJA","Pinyon Jay","Gymnorhinus cyanocephalus",492
"PILF","Pileated Flycatcher","Xenotriccus mexicanus",NA
"PINF","Pine Flycatcher","Empidonax affinis",NA
"PIPL","Piping Plover","Charadrius melodus",277
"PIPU","Pied Puffbird","Notharchus tectus",NA
"PIRW","Pirre Warbler","Basileuterus ignotus",NA
"PISI","Pine Siskin","Carduelis pinus",533
"PIWA","Pine Warbler","Dendroica pinus",671
"PIWO","Pileated Woodpecker","Dryocopus pileatus",405
"PIWT","Pied Water-Tyrant","Fluvicola pica",NA
"PLAN","Plain Antvireo","Dysithamnus mentalis",NA
"PLCH","Plain Chachalaca","Ortalis vetula",311
"PLHA","Plumbeous Hawk","Leucopternis plumbeus",NA
"PLKI","Plumbeous Kite","Ictinia plumbea",NA
"PLPI","Plain Pigeon","Patagioenas inornata",312.1
"PLTI","Plain Titmouse","Parus inornatus",733.2
"PLVI","Plumbeous Vireo","Vireo plumbeus",629.1
"PLWA","Plumbeous Warbler","Dendroica plumbea",NA
"PLWR","Plain Wren","Thryothorus modestus",NA
"PLXE","Plain Xenops","Xenops minutus",NA
"POJA","Pomarine Jaeger","Stercorarius pomarinus",36
"POUL","Poo-uli","Melamprosops phaeosoma",804
"PRAW","Prairie Warbler","Dendroica discolor",673
"PRBU","Puerto Rican Bullfinch","Loxigilla portoricensis",NA
"PREM","Puerto Rican Emerald","Chlorostilbon maugaeus",440.2
"PRFA","Prairie Falcon","Falco mexicanus",355
"PRFL","Puerto Rican Flycatcher","Myiarchus antillarum",455.2
"PRGS","Prevost's Ground-Sparrow","Melozone biarcuata",NA
"PRLC","Puerto Rican Lizard-Cuckoo","Coccyzus vieilloti",385.1
"PRNI","Puerto Rican Nightjar","Caprimulgus noctitherus",417.1
"PROW","Prothonotary Warbler","Protonotaria citrea",637
"PRPA","Puerto Rican Parrot","Amazona vittata",382.8
"PRSO","Puerto Rican Screech-Owl","Megascops nudipes",373.4
"PRSP","Puerto Rican Spindalis","Spindalis portoricensis",NA
"PRTA","Puerto Rican Tanager","Nesospingus speculiferus",610.2
"PRTO","Puerto Rican Tody","Todus mexicanus",391.2
"PRVI","Puerto Rican Vireo","Vireo latimeri",633.1
"PRWO","Puerto Rican Woodpecker","Melanerpes portoricensis",407.1
"PSFL","Pacific-slope Flycatcher","Empidonax difficilis",464.1
"PSWS","Puget Sound White-crowned Sparrow","Zonotrichia l. pugetensis",554.7
"PTCA","Purple-throated Carib","Eulampis jugularis",NA
"PTFR","Purple-throated Fruitcrow","Querula purpurata",NA
"PTMG","Purple-throated Mountain-gem","Lampornis calolaemus",NA
"PTSN","Pin-tailed Snipe","Gallinago stenura",NA
"PTWH","Pin-tailed Whydah","Vidua macroura",813.1
"PTWO","Purple-throated Woodstar","Calliphlox mitchellii",NA
"PUAI","Puaiohi","Myadestes palmeri",754.2
"PUFI","Purple Finch","Carpodacus purpureus",517
"PUGA","Purple Gallinule","Porphyrio martinica",218
"PUHO","Purple Honeycreeper","Cyanerpes caeruleus",NA
"PUMA","Purple Martin","Progne subis",611
"PUSA","Purple Sandpiper","Calidris maritima",235
"PVPI","Pale-vented Pigeon","Patagioenas cayennensis",NA
"PVTH","Pale-vented Thrush","Turdus obsoletus",NA
"PYNU","Pygmy Nuthatch","Sitta pygmaea",730
"PYRR","Pyrrhuloxia","Cardinalis sinuatus",594
"RAGM","Red-and-green Macaw","Ara chloropterus",NA
"RAWW","Rufous-and-white Wren","Thryothorus rufalbus",NA
"RAZO","Razorbill","Alca torda",32
"RBAN","Rufous-breasted Antthrush","Formicarius rufipectus",NA
"RBAS","Rusty-backed Spinetail","Cranioleuca vulpina",NA
"RBBL","Red-breasted Blackbird","Sturnella militaris",NA
"RBBU","Rose-bellied Bunting","Passerina rositae",NA
"RBEC","Rufous-bellied Chachalaca","Ortalis wagleri",NA
"RBGR","Rose-breasted Grosbeak","Pheucticus ludovicianus",595
"RBGU","Ring-billed Gull","Larus delawarensis",54
"RBHE","Rufous-breasted Hermit","Glaucis hirsutus",NA
"RBLE","Red-billed Leiothrix","Leiothrix lutea",742.1
